TenNhanVat	TrangBiChuyen	CapCuongHoa	TongLuotChuyen	TrangBiNhan
LừaXongPhắn	Long Lân Đao-Nghiệp Hỏa	16	2	Long Lân Đao-Nghiệp Hỏa
GoldenBird	Hàm Sa Xạ Ảnh-Ô Sương	12	0	Thất Tinh Thấu Cốt-Cự Mộc
FireBird	Phá Sơn Đao-Nghiệp Hỏa	12	0	Long Lân Đao-Nghiệp Hỏa
IronBird	Kim Qua Chùy-Thương Lang	12	0	Nghiệt Long Chùy-Chu Thiềm
LightningBird	Thanh Sương Kiếm-Vân Phách	12	0	Huyền Thiết Kiếm-Nghịch Thủy
IceBird	Thanh Sương Kiếm-Triệt Cốt	12	0	Huyền Thiết Kiếm-Việt Quang
FireBird	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
LightningBird	Thanh Hư Phù-Quy Nguyên	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
ThiênKiếm	Trục Lộc Hoàng Long Triền Yêu	13	4	Trục Lộc Hoàng Long Triền Yêu
ThiênKiếm	Toàn Long Bào-Diên Dương	12	5	Giáng Sa Bào-Hoàng Quang
ThiênKiếm	Võ Thần Hộ Uyển-Việt Quang	12	6	Thiên Tàm Hộ Uyển-Việt Quang
ThiênKiếm	Tuyệt Hỏa Ngoa-Chu Thiềm	12	7	Thiên Tàm Ngoa-Chu Thiềm
KHUNGLONG	Long Lân Đao-Việt Quang	16	2	Huyền Thiết Kiếm-Việt Quang
HạoThiênChày	Thiên Ma Phù-Diên Dương	12	4	Hổ Phách Thiên Tinh Phù-Vô Song
HạoThiênChày	Trục Lộc Hoàng Long Triền Yêu	13	5	Trục Lộc Hoàng Long Triền Yêu
DạMa	Trục Lộc Hoàng Long Triền Yêu	13	6	Trục Lộc Hoàng Long Triền Yêu
MộcUyển	Thiên Ma Phù-Diên Dương	12	6	Hổ Phách Thiên Tinh Phù-Vô Song
MộcUyển	Trục Lộc Hoàng Long Triền Yêu	12	7	Trục Lộc Hoàng Long Triền Yêu
MộcUyển	Khinh Vân Ngoa-Tật Phong	12	8	Phi Phượng Ngoa-Hoàng Quang
PằngAChíu	Tiên Duyên Phù-Cự Mộc	14	10	Hổ Phách Thiên Tinh Phù-Vô Song
TrácKiếmThi	Thiên Ma Phù-Cự Mộc	12	6	Hổ Phách Thiên Tinh Phù-Vô Song
TrácKiếmThi	Khinh Vân Ngoa-Cự Mộc	12	7	Huyền Nữ Ngoa-Tật Phong
GiàngALử	Yển Nguyệt Đao-Linh Vũ	16	1	Long Lân Đao-Nghịch Thủy
HạoThiênChày	Hình Thiên Giới-Phục Thạch	12	6	Ứng Long Giới-Truy Ảnh
GiàngAPáo	Thiên Tàm Hộ Uyển-Hoàng Quang	14	2	Thiên Tàm Hộ Uyển-Tâm Nhãn
DạMa	Võ Thần Hộ Uyển-Chu Thiềm	12	7	Thiên Tàm Hộ Uyển-Chu Thiềm
DạMa	Sơn Quỷ Trang-Cự Mộc	12	8	Giáng Sa Bào-Cự Mộc
ThiênKiếm	Thiên Ma Phù-Diên Dương	12	8	Hổ Phách Thiên Tinh Phù-Vô Song
PằngAChíu	Giáng Sa Bào-Chu Thiềm	14	11	Giáng Sa Bào-Hàn
SùngALú	Yển Nguyệt Đao-Linh Vũ	16	3	Nghiệt Long Chùy-Chu Thiềm
GoldenBird	Thiên Ma Phù-Diên Dương	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
IronBird	Thanh Hư Phù-Quy Nguyên	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
IceBird	Thiên Ma Phù-Cự Mộc	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
Phoenix	Khinh Vân Ngoa-Chu Thiềm	12	8	Phi Phượng Ngoa-Chu Thiềm
SùngThịTẹt	Triều Lộ Liên-Chu Thiềm	14	0	Trục Lộc Thiên Hựu Liên
Phoenix	Huyền Thiết Kiếm-Nghịch Thủy	16	9	Long Lân Đao-Lạc Lôi
Phoenix	Già Nam Hương Nang-Chí mạng	12	10	Tiêu Dao Băng Nguyệt Hương Nang
Phoenix	Tiêu Dao Tường Phượng Thủ Trạc	16	11	Tiêu Dao Tường Phượng Thủ Trạc
Phoenix	Trục Lộc Thiên Hựu Liên	16	12	Trục Lộc Thiên Hựu Liên
SaoMai	Long Lân Đao-Việt Quang	16	2	Bạch Hổ Triền Thủ-Việt Quang
SùngThịTẹt	Trục Lộc Hoàng Long Triền Yêu	16	1	Trục Lộc Hoàng Long Triền Yêu
GiàngAPáo	Trục Lộc Hoàng Long Triền Yêu	14	3	Trục Lộc Hoàng Long Triền Yêu
SùngALú	Trục Lộc Hoàng Long Triền Yêu	14	4	Trục Lộc Hoàng Long Triền Yêu
GiàngALử	Trục Lộc Thương Khung Quán	14	2	Trục Lộc Huyền Dương Khôi
LừaXongPhắn	Triều Lộ Liên-Chí mạng	12	3	Trục Lộc Thiên Hựu Liên
GiàngALử	Triều Lộ Liên-Chí mạng	12	3	Trục Lộc Thiên Hựu Liên
LamTinh	Long Uyên Kiếm-Linh Vũ	16	1	Huyền Thiết Kiếm-Việt Quang
KHUNGLONG	Thiên Ma Phù-Cự Mộc	12	3	Hổ Phách Thiên Tinh Phù-Vô Song
caremtram	Hoa Hạ Đằng Long Thúc Yêu-Chấn	14	0	Hoa Hạ Đằng Long Thúc Yêu-Minh
phamhanh85	Trục Lộc Thương Khung Quán	16	2	Trục Lộc Huyền Dương Khôi
karema	Bắc Thần Liên-Chu Thiềm	12	0	Triều Lộ Liên-Chí mạng
caeeaas	Thiên Ma Phù-Diên Dương	12	0	Thanh Hư Phù-Vô Song
caremdd	Thương Khung Giới-Cự Mộc	12	0	Ứng Long Giới-Tuyệt
caeeaas	Long Thủ Bội-Nghịch Thủy	12	1	Bắc Minh Bội-Chí mạng
caremdd	Bắc Thần Liên-Chí mạng	12	1	Triều Lộ Liên-Phục Thạch
SaoMai	Bạch Hổ Triền Thủ-Việt Quang	16	3	Huyền Thiết Kiếm-Việt Quang
huhuhu	Ứng Long Giới-Nghịch Thủy	14	15	Ứng Long Giới-Cực
caeeaas	Huyền Thiết Kiếm-Cự Mộc	14	2	Nghiệt Long Chùy-Ô Sương
caremtram	Quần Điểu Liên-Thiên Sơn	12	1	Triều Lộ Liên-Chí mạng
caremdd	Long Thủ Bội-Việt Quang	12	2	Côn Bằng Bội-Chí mạng
huhuhu	Tiên Duyên Phù-Cự Mộc	14	16	Hổ Phách Thiên Tinh Phù-Vô Song
cocainit	Ngọa Hổ Thúc Yêu-Chu Thiềm	12	0	Hoa Hạ Đằng Long Thúc Yêu-Hàn
karema	Ngạo Mai Ngọc Đái-Nghịch Thủy	12	1	Hoa Hạ Phi Phượng Ngọc Đái-Cực
karema	Lăng La Sam-Chu Thiềm	12	2	Tích Lịch Kim Phượng Giáp-Phản Phệ
KẻMangTâmSự	Trục Lộc Thương Khung Quán	16	2	Trục Lộc Huyền Dương Khôi
PằngAChíu	Huyền Thiết Kiếm-Việt Quang	16	12	Long Lân Đao-Phá Quân
PằngAChíu	Long Lân Đao-Phá Quân	16	13	Long Lân Đao-Việt Quang
KẻMangTâmSự	Bạch Hổ Triền Thủ-Việt Quang	16	3	Huyền Thiết Kiếm-Việt Quang
PằngAChíu	Long Lân Đao-Việt Quang	16	14	Huyền Thiết Kiếm-Việt Quang
Phoenix	Long Lân Đao-Lạc Lôi	16	13	Thất Tinh Thấu Cốt-Phá Quân
huhuhu	Huyền Thiết Kiếm-Việt Quang	16	17	Bạch Hổ Triền Thủ-Việt Quang
huhuhu	Bạch Hổ Triền Thủ-Việt Quang	16	18	Bạch Hổ Triền Thủ-Cự Mộc
huhuhu	Giáng Sa Bào-Chu Thiềm	14	19	Thiên Nhẫn Bí Trang-Việt Quang
GoldenBird	Thất Tinh Thấu Cốt-Cự Mộc	14	2	Long Lân Đao-Chu Thiềm
huhuhu	Bạch Hổ Triền Thủ-Cự Mộc	16	20	Huyền Thiết Kiếm-Việt Quang
huhuhu	Thiên Nhẫn Bí Trang-Việt Quang	14	21	Giáng Sa Bào-Chu Thiềm
GoldenBird	Thương Khung Giới-Chu Thiềm	12	3	Ứng Long Giới-Hoàng Quang
KHUNGLONG	Huyền Thiết Kiếm-Việt Quang	16	4	Thanh Long Triền Thủ-Triệt Cốt
phamhanh85	Huyền Thiết Kiếm-Việt Quang	16	3	Thanh Long Triền Thủ-Triệt Cốt
KẻMangTâmSự	Huyền Thiết Kiếm-Việt Quang	16	4	Long Uyên Kiếm-Triệt Cốt
huhuhu	Huyền Thiết Kiếm-Việt Quang	16	22	Long Uyên Kiếm-Triệt Cốt
HoiUcKT	Bạch Hổ Triền Thủ-Nghiệp Hỏa	16	3	Thanh Long Triền Thủ-Nghiệp Hỏa
PằngAChíu	Huyền Thiết Kiếm-Việt Quang	16	15	Long Uyên Kiếm-Triệt Cốt
SùngALú	Nghiệt Long Chùy-Chu Thiềm	16	5	Yển Nguyệt Đao-Thương Lang
GiàngAPáo	Thất Tinh Thấu Cốt-Cự Mộc	14	4	Thiên Ngoại Phi Tiên-Chích Viêm
LừaXongPhắn	Long Lân Đao-Nghiệp Hỏa	16	4	Yển Nguyệt Đao-Nghiệp Hỏa
SaoMai	Huyền Thiết Kiếm-Việt Quang	16	4	Yển Nguyệt Đao-Hàn Băng
Phoenix	Trục Lộc Hoàng Long Triền Yêu	16	14	Trục Lộc Hoàng Long Triền Yêu
Phoenix	Thất Tinh Thấu Cốt-Phá Quân	16	15	Thiên Ngoại Phi Tiên-Lạc Lôi
huhuhu	Trục Lộc Thương Khung Quán	16	23	Trục Lộc Huyền Dương Khôi
SaoMai	Yển Nguyệt Đao-Hàn Băng	16	5	Yển Nguyệt Đao-Hàn Băng
PằngAChíu	Trục Lộc Hoàng Long Triền Yêu	16	16	Trục Lộc Hoàng Long Triền Yêu
GiàngALử	Long Lân Đao-Nghịch Thủy	16	4	Long Uyên Kiếm-Vân Phách
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	24	Yển Nguyệt Đao-Hàn Băng
cocainit	Võ Thần Hộ Uyển-Nghịch Thủy	12	1	Thiên Tàm Hộ Uyển-Cực
huhuhu	Yển Nguyệt Đao-Hàn Băng	16	25	Yển Nguyệt Đao-Ô Sương
huhuhu	Giáng Sa Bào-Chu Thiềm	14	26	Thiên Nhẫn Bí Trang-Việt Quang
huhuhu	Yển Nguyệt Đao-Ô Sương	16	27	Thanh Long Triền Thủ-Thực Cốt
zXznuquaizXz	Huyền Thiết Kiếm-Việt Quang	14	1	Long Uyên Kiếm-Triệt Cốt
phamhanh85	Thanh Long Triền Thủ-Triệt Cốt	16	4	Long Uyên Kiếm-Triệt Cốt
Coffee	Bạch Hổ Triền Thủ-Việt Quang	16	1	Thanh Long Triền Thủ-Triệt Cốt
huhuhu	Thanh Long Triền Thủ-Thực Cốt	16	28	Long Uyên Kiếm-Triệt Cốt
huhuhu	Thiên Nhẫn Bí Trang-Việt Quang	14	29	Giáng Sa Bào-Chu Thiềm
GoldenBird	Long Lân Đao-Chu Thiềm	14	4	Yển Nguyệt Đao-Thương Lang
FireBird	Long Lân Đao-Nghiệp Hỏa	14	2	Yển Nguyệt Đao-Nghiệp Hỏa
IronBird	Nghiệt Long Chùy-Chu Thiềm	14	2	Phá Thiên Chùy-Thương Lang
LightningBird	Huyền Thiết Kiếm-Nghịch Thủy	14	2	Long Uyên Kiếm-Vân Phách
IceBird	Huyền Thiết Kiếm-Việt Quang	14	2	Long Uyên Kiếm-Triệt Cốt
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	30	Long Uyên Kiếm-Triệt Cốt
Phoenix	Trục Lộc Thương Khung Quán	16	16	Trục Lộc Huyền Dương Khôi
caremtram	Trục Lộc Thương Khung Quán	16	2	Trục Lộc Thương Khung Quán
caremtram	Thương Khung Giới-Nghịch Thủy	12	3	Ứng Long Giới-Hoàng Quang
caremdd	Long Lân Đao-Nghịch Thủy	14	3	Yển Nguyệt Đao-Phi Yến
karema	Thanh Sương Kiếm-Triệt Cốt	12	3	Long Uyên Kiếm-Linh Vũ
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	31	Thanh Long Triền Thủ-Triệt Cốt
SaoMai	Yển Nguyệt Đao-Hàn Băng	16	6	Long Uyên Kiếm-Triệt Cốt
HoiUcKT	Trục Lộc Hoàng Long Triền Yêu	16	4	Trục Lộc Hoàng Long Triền Yêu
GoldenBird	Trục Lộc Hoàng Long Triền Yêu	16	5	Hoa Hạ Đằng Long Thúc Yêu-Chấn
GoldenBird	Hoa Hạ Đằng Long Thúc Yêu-Chấn	16	6	Trục Lộc Hoàng Long Triền Yêu
FireBird	Trục Lộc Hoàng Long Triền Yêu	16	3	Trục Lộc Hoàng Long Triền Yêu
IronBird	Trục Lộc Hoàng Long Triền Yêu	16	3	Trục Lộc Hoàng Long Triền Yêu
LightningBird	Trục Lộc Hoàng Long Triền Yêu	16	3	Trục Lộc Hoàng Long Triền Yêu
caeeaas	Nghiệt Long Chùy-Ô Sương	14	3	Phá Thiên Chùy-Ô Sương
IceBird	Trục Lộc Hoàng Long Triền Yêu	16	3	Hoa Hạ Phi Phượng Ngọc Đái-Cực
IceBird	Hoa Hạ Phi Phượng Ngọc Đái-Cực	16	4	Trục Lộc Hoàng Long Triền Yêu
cocainit	Thất Tinh Thấu Cốt-Cự Mộc	14	2	Thiên Ngoại Phi Tiên-Ô Sương
caremtram	Long Lân Đao-Nghiệp Hỏa	14	4	Yển Nguyệt Đao-Nghiệp Hỏa
KẻMangTâmSự	Trục Lộc Huyền Dương Khôi	15	5	Trục Lộc Kinh Vân Khôi
LừaXongPhắn	Yển Nguyệt Đao-Nghiệp Hỏa	16	5	Yển Nguyệt Đao-Nghiệp Hỏa
GiàngALử	Long Uyên Kiếm-Vân Phách	16	5	Long Uyên Kiếm-Vân Phách
cocainit	Thiên Ngoại Phi Tiên-Ô Sương	16	3	Thiên Ngoại Phi Tiên-Chích Viêm
KẻMangTâmSự	Long Uyên Kiếm-Triệt Cốt	16	6	Thanh Long Triền Thủ-Triệt Cốt
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	32	Long Uyên Kiếm-Triệt Cốt
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	33	Thanh Long Triền Thủ-Triệt Cốt
huhuhu	Trục Lộc Hoàng Long Triền Yêu	16	34	Trục Lộc Hoàng Long Triền Yêu
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	35	Yển Nguyệt Đao-Hàn Băng
huhuhu	Yển Nguyệt Đao-Hàn Băng	16	36	Thanh Long Triền Thủ-Triệt Cốt
phamhanh85	Bắc Minh Bội-Thiên Sơn	14	5	Tiêu Dao Hỏa Vân Bội
FireBird	Yển Nguyệt Đao-Nghiệp Hỏa	15	4	Thiên Ngoại Phi Tiên-Chích Viêm
Phoenix	Thiên Ngoại Phi Tiên-Lạc Lôi	16	17	Thanh Long Triền Thủ-Vân Phách
zXzphamhanhzXz	Thông Thiên Phát Quán-Cự Mộc	14	0	Trục Lộc Huyền Dương Khôi
thiennhan85	Song Phượng Triều Thiên Quan-Hoàng Quang	14	0	Trục Lộc Huyền Dương Khôi
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	37	Yển Nguyệt Đao-Hàn Băng
huhuhu	Yển Nguyệt Đao-Hàn Băng	16	38	Thanh Long Triền Thủ-Triệt Cốt
zXznuquaizXz	Trục Lộc Thương Khung Quán	14	2	Trục Lộc Huyền Dương Khôi
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	39	Yển Nguyệt Đao-Hàn Băng
huhuhu	Yển Nguyệt Đao-Hàn Băng	16	40	Thanh Long Triền Thủ-Triệt Cốt
zXzphamhanhzXz	Triều Lộ Liên-Quy Nguyên	14	1	Trục Lộc Thiên Hựu Liên
o0ogaihuo0o	Thất Tinh Thấu Cốt-Cự Mộc	14	0	Thiên Ngoại Phi Tiên-Chích Viêm
caremtram	Yển Nguyệt Đao-Nghiệp Hỏa	16	5	Yển Nguyệt Đao-Nghiệp Hỏa
karema	Long Uyên Kiếm-Linh Vũ	16	4	Long Uyên Kiếm-Triệt Cốt
caremdd	Yển Nguyệt Đao-Phi Yến	16	4	Yển Nguyệt Đao-Lạc Lôi
caeeaas	Phá Thiên Chùy-Ô Sương	16	4	Phá Thiên Chùy-Thương Lang
phamhanh85	Long Uyên Kiếm-Triệt Cốt	16	6	Thanh Long Triền Thủ-Triệt Cốt
o0ogaihuo0o	Triều Lộ Liên-Thiên Sơn	14	1	Trục Lộc Thiên Hựu Liên
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	41	Thiên Ngoại Phi Tiên-Hàn Băng
huhuhu	Thiên Ngoại Phi Tiên-Hàn Băng	16	42	Thanh Long Triền Thủ-Triệt Cốt
PằngAChíu	Long Uyên Kiếm-Triệt Cốt	16	17	Thanh Long Triền Thủ-Triệt Cốt
Phoenix	Tiêu Dao Tường Phượng Thủ Trạc	16	18	Thủy Hoàng Long Hoàng Thủ Trạc
Phoenix	Trục Lộc Thiên Hựu Liên	16	19	Trục Lộc Thiên Hựu Liên
GoldenBird	Trục Lộc Huyền Dương Khôi	14	7	Trục Lộc Huyền Dương Khôi
caremtram	Trục Lộc Thương Khung Quán	14	6	Trục Lộc Huyền Dương Khôi
huhuhu	Thanh Long Triền Thủ-Triệt Cốt	16	43	Thiên Ngoại Phi Tiên-Hàn Băng
cocainit	Thiên Ngoại Phi Tiên-Chích Viêm	16	4	Long Uyên Kiếm-Triệt Cốt
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	44	Thanh Long Triền Thủ-Hàn Băng
phamhanh85	Tiêu Dao Nộ Long Hộ Uyển	16	7	Tiêu Dao Nộ Long Hộ Uyển
phamhanh85	Tiêu Dao Nộ Long Hộ Uyển	16	8	Thủy Hoàng Long Hoàng Hộ Uyển
GoldenBird	Trục Lộc Huyền Dương Khôi	14	8	Trục Lộc Huyền Dương Khôi
KẻMangTâmSự	Thanh Long Triền Thủ-Triệt Cốt	16	7	Yển Nguyệt Đao-Triệt Cốt
huhuhu	Thiên Ngoại Phi Tiên-Hàn Băng	16	45	Long Uyên Kiếm-Triệt Cốt
huhuhu	Long Uyên Kiếm-Triệt Cốt	16	46	Hắc Vũ Tiễn-Hàn Băng
PằngAChíu	Tiêu Dao Hỏa Vân Bội	16	18	Thủy Hoàng Long Vân Bội
phamhanh85	Thanh Long Triền Thủ-Triệt Cốt	16	9	Băng Phách Hóa Kiếm-Triệt Cốt
Phoenix	Tiêu Dao Băng Nguyệt Hương Nang	16	20	Thủy Hoàng Chiến Thần Minh Nguyệt Hương Nang
Phoenix	Long Uyên Kiếm-Vân Phách	16	21	Thanh Long Triền Thủ-Vân Phách
Phoenix	Thanh Long Triền Thủ-Vân Phách	16	22	Băng Phách Hóa Kiếm-Vân Phách
huhuhu	Hổ Phách Thiên Tinh Phù-Vô Song	14	47	Vũ Uy Hổ Phách Thiên Tinh Phù
zXzphamhanhzXz	Thanh Long Triền Thủ-Thực Cốt	16	2	Yển Nguyệt Đao-Ô Sương
zXzphamhanhzXz	Yển Nguyệt Đao-Ô Sương	16	3	Thanh Long Triền Thủ-Thực Cốt
huhuhu	Giáng Sa Bào-Chu Thiềm	14	48	Thủy Hoàng Long Lân Y
zXzphamhanhzXz	Thanh Long Triền Thủ-Thực Cốt	16	4	Long Uyên Kiếm-Thực Cốt
KẻMangTâmSự	Trục Lộc Hoàng Long Triền Yêu	16	8	Trục Lộc Hoàng Long Triền Yêu
SaoMai	Trục Lộc Thương Khung Quán	16	7	Trục Lộc Huyền Dương Khôi
KẻMangTâmSự	Long Uyên Kiếm-Triệt Cốt	16	9	Yển Nguyệt Đao-Triệt Cốt
KẻMangTâmSự	Yển Nguyệt Đao-Triệt Cốt	16	10	Băng Phách Hóa Kiếm-Triệt Cốt
huhuhu	Ứng Long Giới-Cực	14	49	Vũ Uy Trích Tinh Giới
huhuhu	Vũ Uy Trích Tinh Giới	16	50	Vũ Uy Trích Tinh Giới
phamhanh85	Ứng Long Giới-Nghịch Thủy	14	10	Ứng Long Giới-Nghịch Thủy
phamhanh85	Ứng Long Giới-Nghịch Thủy	14	11	Vũ Uy Trích Tinh Giới
o0ogaihuo0o	Hổ Phách Thiên Tinh Phù-Vô Song	14	2	Vũ Uy Hổ Phách Thiên Tinh Phù
thiennhan85	Tích Lịch Kim Phượng Giáp-Cự Mộc	14	1	Vũ Uy Trục Nhật Y
zXznuquaizXz	Vũ Uy Hổ Phách Thiên Tinh Phù	14	3	Lẫm Nhật Tinh Huyễn Phù-Vô Song
zXznuquaizXz	Lẫm Nhật Tinh Huyễn Phù-Vô Song	14	4	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
zXznuquaizXz	Long Uyên Kiếm-Triệt Cốt	16	5	Thanh Long Triền Thủ-Triệt Cốt
Phoenix	Vũ Uy Hổ Phách Thiên Tinh Phù	16	23	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
phamhanh85	Vũ Uy Hổ Phách Thiên Tinh Phù	16	12	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
SùngThịTẹt	Huyền Thiết Kiếm-Việt Quang	14	2	Long Uyên Kiếm-Triệt Cốt
LừaXongPhắn	Trục Lộc Thương Khung Quán	16	6	Trục Lộc Huyền Dương Khôi
PằngAChíu	Thanh Long Triền Thủ-Triệt Cốt	16	19	Băng Phách Hóa Kiếm-Triệt Cốt
PằngAChíu	Vũ Uy Trích Tinh Giới	16	20	Vũ Uy Lăng Vân Giới
HoiUcKT	Thủy Hoàng Long Vân Bội	16	5	Thủy Hoàng Chiến Thần Hàn Ngọc Bội
phamhanh85	Tiêu Dao Hỏa Vân Bội	16	13	Tiêu Dao Chiến Thần Hàn Ngọc Bội
Phoenix	Vũ Uy Trích Tinh Giới	16	24	Vũ Uy Lăng Vân Giới
zXznuquaizXz	Thanh Long Triền Thủ-Triệt Cốt	16	6	Long Uyên Kiếm-Triệt Cốt
zXznuquaizXz	Long Uyên Kiếm-Triệt Cốt	16	7	Ngưng Ngọc Triền Thủ-Triệt Cốt
KẻMangTâmSự	Thủy Hoàng Long Vân Bội	15	11	Thủy Hoàng Chiến Thần Hàn Ngọc Bội
Phoenix	Trục Lộc Huyền Dương Khôi	16	25	Trục Lộc Kinh Vân Khôi
Phoenix	Băng Phách Hóa Kiếm-Vân Phách	16	26	Băng Phách Hóa Kiếm-Lạc Lôi
Phoenix	Thủy Hoàng Long Hoàng Thủ Trạc	16	27	Thủy Hoàng Long Hoàng Thủ Trạc
cocainit	Kính Hoa Khải-Diên Dương	14	5	Vũ Uy Trục Nhật Y
caeeaas	Phá Thiên Chùy-Thương Lang	16	5	Thanh Long Triền Thủ-Đoạn Hải
KẻMangTâmSự	Vũ Uy Hổ Phách Thiên Tinh Phù	16	12	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
PằngAChíu	Vũ Uy Hổ Phách Thiên Tinh Phù	16	21	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
caremdd	Trục Lộc Thương Khung Quán	16	5	Trục Lộc Huyền Dương Khôi
KẻMangTâmSự	Băng Phách Hóa Kiếm-Triệt Cốt	16	13	Càn Khôn Hoài Đao-Hàn Băng
Phoenix	Trục Lộc Thiên Hựu Liên	16	28	Trục Lộc Thiên Hựu Liên
Phoenix	Vũ Uy Lăng Vân Giới	16	29	Vũ Uy Lăng Vân Giới
caremdd	Thiên Nhẫn Bí Trang-Phản Phệ	14	6	Vũ Uy Trục Nhật Y
caeeaas	Thiên Nhẫn Bí Trang-Nghịch Thủy	14	6	Vũ Uy Trục Nhật Y
PằngAChíu	Vũ Uy Trục Nhật Y	16	22	Thủy Hoàng Long Lân Y
GoldenBird	Hổ Phách Thiên Tinh Phù-Vô Song	14	9	Lẫm Nhật Tinh Huyễn Phù-Vô Song
FireBird	Hổ Phách Thiên Tinh Phù-Vô Song	14	5	Lẫm Nhật Tinh Huyễn Phù-Vô Song
IronBird	Hổ Phách Thiên Tinh Phù-Vô Song	14	4	Lẫm Nhật Tinh Huyễn Phù-Vô Song
LightningBird	Hổ Phách Thiên Tinh Phù-Vô Song	14	4	Lẫm Nhật Tinh Huyễn Phù-Vô Song
IceBird	Hổ Phách Thiên Tinh Phù-Vô Song	14	5	Lẫm Nhật Tinh Huyễn Phù-Vô Song
HoiUcKT	Ngưng Ngọc Triền Thủ-Nghiệp Hỏa	16	6	Kim Cô Bổng-Chích Viêm
GiàngAPáo	Thiên Tàm Hộ Uyển-Tâm Nhãn	14	5	Tiêu Dao Nộ Long Hộ Uyển
GiàngALử	Thiên Tàm Hộ Uyển-Tâm Nhãn	14	6	Tiêu Dao Nộ Long Hộ Uyển
GiàngAPáo	Thiên Ngoại Phi Tiên-Chích Viêm	16	6	Thiên Ngoại Phi Tiên-Ô Sương
GiàngAPáo	Thiên Ngoại Phi Tiên-Ô Sương	16	7	Hắc Vũ Tiễn-Chích Viêm
GiàngALử	Long Uyên Kiếm-Vân Phách	16	7	Long Uyên Kiếm-Hấp Tinh
GiàngALử	Hổ Phách Thiên Tinh Phù-Vô Song	14	8	Lẫm Nhật Tinh Huyễn Phù-Vô Song
PằngAChíu	Băng Phách Hóa Kiếm-Triệt Cốt	16	23	Phá Thiên Kích-Hàn Băng
PằngAChíu	Phá Thiên Kích-Hàn Băng	16	24	Băng Phách Hóa Kiếm-Triệt Cốt
PằngAChíu	Băng Phách Hóa Kiếm-Triệt Cốt	16	25	Quỷ Liệt Thương-Hàn Băng
SùngALú	Yển Nguyệt Đao-Thương Lang	16	6	Phá Thiên Kích-Thương Lang
GiàngAPáo	Hổ Phách Thiên Tinh Phù-Vô Song	14	8	Lẫm Nhật Tinh Huyễn Phù-Vô Song
karema	Trục Lộc Thương Khung Quán	16	5	Trục Lộc Huyền Dương Khôi
KẻMangTâmSự	Băng Phách Hóa Kiếm-Triệt Cốt	14	14	Thiên Ngoại Phi Tiên-Hàn Băng
KẻMangTâmSự	Càn Khôn Hoài Đao-Hàn Băng	16	15	Băng Phách Hóa Kiếm-Triệt Cốt
HoiUcKT	Kim Cô Bổng-Chích Viêm	16	7	Thanh Long Triền Thủ-Chích Viêm
cocainit	Trục Lộc Thương Khung Quán	16	6	Trục Lộc Huyền Dương Khôi
LừaXongPhắn	Hổ Phách Thiên Tinh Phù-Vô Song	14	7	Lẫm Nhật Tinh Huyễn Phù-Vô Song
o0ogaihuo0o	Trục Lộc Hoàng Long Triền Yêu	15	3	Trục Lộc Hoàng Long Triền Yêu
HoiUcKT	Thanh Long Triền Thủ-Chích Viêm	16	8	Ngưng Ngọc Triền Thủ-Nghiệp Hỏa
HoiUcKT	Ngưng Ngọc Triền Thủ-Nghiệp Hỏa	16	9	Càn Khôn Hoài Đao-Chích Viêm
KẻMangTâmSự	Thiên Ngoại Phi Tiên-Hàn Băng	16	16	Càn Khôn Hoài Đao-Hàn Băng
zXznuquaizXz	Long Diên Hương Nang-Phục Thạch	14	8	Tiêu Dao Băng Nguyệt Hương Nang
